9606	9598	9597	9544	9258	9031	13616	10090
ENSG00000099904	ENSPTRG00000014077	ENSPPAG00000016192	ENSMMUG00000020101	ENSOANG00000014886	ENSGALG00000002124	ENSMODG00000010306	ENSMUSG00000060166
ENSG00000099910	ENSPTRG00000014085	ENSPPAG00000029088	ENSMMUG00000008152	ENSOANG00000006948	ENSGALG00000006422	ENSMODG00000014290	ENSMUSG00000022750
ENSG00000099956	ENSPTRG00000014154	ENSPPAG00000028391	ENSMMUG00000009098	ENSOANG00000012181	ENSGALG00000005983	ENSMODG00000019844	ENSMUSG00000000902
ENSG00000100024	ENSPTRG00000014174	ENSPPAG00000035015	ENSMMUG00000000262	ENSOANG00000015173	ENSGALG00000006627	ENSMODG00000004002	ENSMUSG00000033427
ENSG00000100053	ENSPTRG00000014184	ENSPPAG00000035463	ENSMMUG00000006852	ENSOANG00000009473	ENSGALG00000005515	ENSMODG00000010388	ENSMUSG00000029352
ENSG00000100060	ENSPTRG00000014335	ENSPPAG00000038049	ENSMMUG00000003005	ENSOANG00000015105	ENSGALG00000012442	ENSMODG00000000592	ENSMUSG00000018169
ENSG00000100065	ENSPTRG00000014336	ENSPPAG00000035227	ENSMMUG00000003007	ENSOANG00000008730	ENSGALG00000042365	ENSMODG00000000578	ENSMUSG00000033170
ENSG00000100075	ENSPTRG00000014057	ENSPPAG00000003691	ENSMMUG00000005431	ENSOANG00000001089	ENSGALG00000047077	ENSMODG00000010078	ENSMUSG00000003528
ENSG00000100079	ENSPTRG00000014338	ENSPPAG00000037101	ENSMMUG00000002866	ENSOANG00000009773	ENSGALG00000003213	ENSMODG00000000538	ENSMUSG00000043501
ENSG00000100083	ENSPTRG00000046860	ENSPPAG00000022089	ENSMMUG00000003853	ENSOANG00000012915	ENSGALG00000039658	ENSMODG00000000524	ENSMUSG00000033128
ENSG00000100105	ENSPTRG00000014268	ENSPPAG00000033227	ENSMMUG00000013911	ENSOANG00000014654	ENSGALG00000006934	ENSMODG00000009674	ENSMUSG00000020453
ENSG00000100129	ENSPTRG00000014352	ENSPPAG00000035942	ENSMMUG00000019785	ENSOANG00000004150	ENSGALG00000012296	ENSMODG00000019068	ENSMUSG00000033047
ENSG00000100139	ENSPTRG00000014354	ENSPPAG00000040403	ENSMMUG00000021558	ENSOANG00000014686	ENSGALG00000012265	ENSMODG00000019066	ENSMUSG00000033039
ENSG00000100142	ENSPTRG00000014356	ENSPPAG00000024276	ENSMMUG00000006987	ENSOANG00000014684	ENSGALG00000012291	ENSMODG00000019063	ENSMUSG00000033020
ENSG00000100162	ENSPTRG00000014442	ENSPPAG00000037196	ENSMMUG00000003360	ENSOANG00000004247	ENSGALG00000011914	ENSMODG00000013247	ENSMUSG00000068101
ENSG00000100170	ENSPTRG00000014282	ENSPPAG00000041662	ENSMMUG00000013626	ENSOANG00000003573	ENSGALG00000006728	ENSMODG00000009915	ENSMUSG00000011034
ENSG00000100206	ENSPTRG00000014370	ENSPPAG00000039727	ENSMMUG00000013298	ENSOANG00000010570	ENSGALG00000012236	ENSMODG00000009655	ENSMUSG00000022429
ENSG00000100211	ENSPTRG00000014373	ENSPPAG00000031485	ENSMMUG00000017680	ENSOANG00000010574	ENSGALG00000012218	ENSMODG00000009638	ENSMUSG00000022428
ENSG00000100216	ENSPTRG00000014374	ENSPPAG00000033147	ENSMMUG00000000364	ENSOANG00000010575	ENSGALG00000019316	ENSMODG00000009633	ENSMUSG00000022427
ENSG00000100220	ENSPTRG00000014287	ENSPPAG00000028667	ENSMMUG00000006720	ENSOANG00000005524	ENSGALG00000012611	ENSMODG00000001414	ENSMUSG00000001783
ENSG00000100221	ENSPTRG00000014375	ENSPPAG00000011451	ENSMMUG00000021083	ENSOANG00000010578	ENSGALG00000041766	ENSMODG00000009627	ENSMUSG00000022426
ENSG00000100225	ENSPTRG00000014290	ENSPPAG00000030954	ENSMMUG00000006728	ENSOANG00000005522	ENSGALG00000012569	ENSMODG00000001336	ENSMUSG00000001786
ENSG00000100226	ENSPTRG00000014376	ENSPPAG00000024682	ENSMMUG00000007277	ENSOANG00000010579	ENSGALG00000030783	ENSMODG00000009613	ENSMUSG00000042535
ENSG00000100239	ENSPTRG00000014540	ENSPPAG00000029750	ENSMMUG00000009075	ENSOANG00000001656	ENSGALG00000029341	ENSMODG00000005766	ENSMUSG00000036561
ENSG00000100242	ENSPTRG00000023985	ENSPPAG00000038642	ENSMMUG00000007284	ENSOANG00000010580	ENSGALG00000028230	ENSMODG00000009597	ENSMUSG00000042524
ENSG00000100246	ENSPTRG00000014379	ENSPPAG00000031504	ENSMMUG00000004868	ENSOANG00000010585	ENSGALG00000043451	ENSMODG00000009584	ENSMUSG00000022420
ENSG00000100271	ENSPTRG00000014466	ENSPPAG00000039915	ENSMMUG00000008728	ENSOANG00000015127	ENSGALG00000014163	ENSMODG00000006847	ENSMUSG00000022442
ENSG00000100280	ENSPTRG00000014221	ENSPPAG00000033387	ENSMMUG00000021380	ENSOANG00000005903	ENSGALG00000042213	ENSMODG00000008861	ENSMUSG00000009090
ENSG00000100284	ENSPTRG00000014297	ENSPPAG00000039678	ENSMMUG00000013383	ENSOANG00000010869	ENSGALG00000012552	ENSMODG00000025453	ENSMUSG00000042870
ENSG00000100297	ENSPTRG00000014299	ENSPPAG00000041723	ENSMMUG00000021054	ENSOANG00000010872	ENSGALG00000012546	ENSMODG00000001152	ENSMUSG00000005410
ENSG00000100299	ENSPTRG00000014550	ENSPPAG00000017796	ENSMMUG00000016274	ENSOANG00000014745	ENSGALG00000035824	ENSMODG00000006070	ENSMUSG00000022620
ENSG00000100302	ENSPTRG00000014300	ENSPPAG00000019590	ENSMMUG00000023429	ENSOANG00000010873	ENSGALG00000012542	ENSMODG00000001133	ENSMUSG00000034472
ENSG00000100307	ENSPTRG00000014391	ENSPPAG00000028315	ENSMMUG00000007845	ENSOANG00000011360	ENSGALG00000041236	ENSMODG00000009568	ENSMUSG00000053411
ENSG00000100320	ENSPTRG00000014305	ENSPPAG00000035653	ENSMMUG00000014010	ENSOANG00000007489	ENSGALG00000012540	ENSMODG00000001122	ENSMUSG00000033565
ENSG00000100345	ENSPTRG00000014309	ENSPPAG00000035338	ENSMMUG00000006101	ENSOANG00000007488	ENSGALG00000043092	ENSMODG00000001078	ENSMUSG00000022443
ENSG00000100351	ENSPTRG00000014404	ENSPPAG00000027295	ENSMMUG00000004880	ENSOANG00000014667	ENSGALG00000012056	ENSMODG00000008992	ENSMUSG00000042351
ENSG00000100353	ENSPTRG00000014313	ENSPPAG00000031183	ENSMMUG00000012754	ENSOANG00000007483	ENSGALG00000012529	ENSMODG00000000821	ENSMUSG00000016554
ENSG00000100354	ENSPTRG00000047826	ENSPPAG00000028514	ENSMMUG00000021345	ENSOANG00000014668	ENSGALG00000012050	ENSMODG00000008960	ENSMUSG00000047888
ENSG00000100360	ENSPTRG00000014316	ENSPPAG00000033434	ENSMMUG00000008775	ENSOANG00000015017	ENSGALG00000042990	ENSMODG00000000790	ENSMUSG00000016637
ENSG00000100362	ENSPTRG00000048186	ENSPPAG00000041441	ENSMMUG00000008778	ENSOANG00000015016	ENSGALG00000012522	ENSMODG00000000783	ENSMUSG00000005716
ENSG00000100364	ENSPTRG00000051816	ENSPPAG00000036604	ENSMMUG00000004131	ENSOANG00000015794	ENSGALG00000014226	ENSMODG00000007132	ENSMUSG00000036046
ENSG00000100372	ENSPTRG00000014412	ENSPPAG00000038151	ENSMMUG00000008106	ENSOANG00000014674	ENSGALG00000012013	ENSMODG00000013036	ENSMUSG00000022404
ENSG00000100373	ENSPTRG00000014494	ENSPPAG00000037800	ENSMMUG00000021900	ENSOANG00000015796	ENSGALG00000014227	ENSMODG00000007145	ENSMUSG00000022435
ENSG00000100385	ENSPTRG00000014328	ENSPPAG00000035648	ENSMMUG00000005417	ENSOANG00000013615	ENSGALG00000012472	ENSMODG00000000667	ENSMUSG00000068227
ENSG00000100387	ENSPTRG00000014417	ENSPPAG00000031663	ENSMMUG00000012642	ENSOANG00000014675	ENSGALG00000011993	ENSMODG00000013054	ENSMUSG00000022400
ENSG00000100393	ENSPTRG00000014418	ENSPPAG00000032679	ENSMMUG00000000893	ENSOANG00000014679	ENSGALG00000011992	ENSMODG00000013073	ENSMUSG00000055024
ENSG00000100395	ENSPTRG00000014419	ENSPPAG00000040643	ENSMMUG00000014164	ENSOANG00000013943	ENSGALG00000011976	ENSMODG00000013083	ENSMUSG00000022394
ENSG00000100401	ENSPTRG00000023600	ENSPPAG00000037749	ENSMMUG00000014166	ENSOANG00000013941	ENSGALG00000011966	ENSMODG00000013097	ENSMUSG00000022391
ENSG00000100403	ENSPTRG00000014424	ENSPPAG00000034228	ENSMMUG00000005219	ENSOANG00000008962	ENSGALG00000011965	ENSMODG00000016546	ENSMUSG00000022390
ENSG00000100410	ENSPTRG00000014427	ENSPPAG00000008422	ENSMMUG00000011354	ENSOANG00000000616	ENSGALG00000011953	ENSMODG00000016556	ENSMUSG00000061360
ENSG00000100412	ENSPTRG00000014428	ENSPPAG00000019653	ENSMMUG00000001454	ENSOANG00000003550	ENSGALG00000011950	ENSMODG00000016560	ENSMUSG00000022477
ENSG00000100413	ENSPTRG00000051865	ENSPPAG00000031000	ENSMMUG00000001459	ENSOANG00000004374	ENSGALG00000011947	ENSMODG00000016563	ENSMUSG00000022476
ENSG00000100416	ENSPTRG00000014510	ENSPPAG00000033944	ENSMMUG00000000807	ENSOANG00000001891	ENSGALG00000031922	ENSMODG00000007433	ENSMUSG00000022386
ENSG00000100417	ENSPTRG00000014432	ENSPPAG00000034355	ENSMMUG00000001853	ENSOANG00000004702	ENSGALG00000038599	ENSMODG00000016574	ENSMUSG00000022474
ENSG00000100418	ENSPTRG00000014433	ENSPPAG00000035138	ENSMMUG00000001855	ENSOANG00000009289	ENSGALG00000047248	ENSMODG00000016577	ENSMUSG00000022472
ENSG00000100422	ENSPTRG00000014515	ENSPPAG00000038838	ENSMMUG00000020950	ENSOANG00000012983	ENSGALG00000019397	ENSMODG00000015746	ENSMUSG00000035891
ENSG00000100425	ENSPTRG00000014521	ENSPPAG00000027967	ENSMMUG00000000553	ENSOANG00000003992	ENSGALG00000029379	ENSMODG00000015772	ENSMUSG00000022387
ENSG00000100427	ENSPTRG00000014527	ENSPPAG00000028725	ENSMMUG00000009119	ENSOANG00000005649	ENSGALG00000040038	ENSMODG00000005396	ENSMUSG00000035805
ENSG00000100554	ENSPTRG00000006461	ENSPPAG00000016847	ENSMMUG00000021418	ENSOANG00000005410	ENSGALG00000009570	ENSMODG00000001103	ENSMUSG00000021114
ENSG00000100726	ENSPTRG00000007596	ENSPPAG00000031847	ENSMMUG00000008119	ENSOANG00000001243	ENSGALG00000009297	ENSMODG00000016164	ENSMUSG00000024170
ENSG00000100744	ENSPTRG00000006701	ENSPPAG00000035066	ENSMMUG00000003395	ENSOANG00000006588	ENSGALG00000011088	ENSMODG00000024124	ENSMUSG00000044715
ENSG00000101343	ENSPTRG00000030609	ENSPPAG00000027847	ENSMMUG00000007709	ENSOANG00000020930	ENSGALG00000008429	ENSMODG00000010857	ENSMUSG00000001767
ENSG00000101361	ENSPTRG00000013179	ENSPPAG00000027513	ENSMMUG00000013888	ENSOANG00000000505	ENSGALG00000032730	ENSMODG00000005184	ENSMUSG00000027405
ENSG00000101542	ENSPTRG00000010069	ENSPPAG00000033146	ENSMMUG00000001713	ENSOANG00000003639	ENSGALG00000012906	ENSMODG00000004905	ENSMUSG00000050840
ENSG00000101557	ENSPTRG00000009815	ENSPPAG00000015626	ENSMMUG00000004660	ENSOANG00000007418	ENSGALG00000014920	ENSMODG00000021483	ENSMUSG00000047879
ENSG00000101558	ENSPTRG00000052052	ENSPPAG00000020801	ENSMMUG00000015014	ENSOANG00000001983	ENSGALG00000039455	ENSMODG00000021442	ENSMUSG00000024091
ENSG00000101574	ENSPTRG00000009828	ENSPPAG00000030467	ENSMMUG00000018950	ENSOANG00000010844	ENSGALG00000014799	ENSMODG00000021472	ENSMUSG00000055660
ENSG00000101577	ENSPTRG00000009833	ENSPPAG00000036687	ENSMMUG00000017548	ENSOANG00000008912	ENSGALG00000014836	ENSMODG00000021466	ENSMUSG00000024052
ENSG00000101654	ENSPTRG00000009890	ENSPPAG00000024176	ENSMMUG00000003485	ENSOANG00000008302	ENSGALG00000013889	ENSMODG00000021415	ENSMUSG00000009535
ENSG00000101670	ENSPTRG00000010015	ENSPPAG00000034597	ENSMMUG00000019054	ENSOANG00000001131	ENSGALG00000043734	ENSMODG00000003564	ENSMUSG00000053846
ENSG00000101746	ENSPTRG00000009963	ENSPPAG00000038323	ENSMMUG00000017276	ENSOANG00000005609	ENSGALG00000015198	ENSMODG00000010764	ENSMUSG00000041923
ENSG00000101811	ENSPTRG00000022090	ENSPPAG00000031804	ENSMMUG00000013008	ENSOANG00000004208	ENSGALG00000006760	ENSMODG00000011785	ENSMUSG00000031256
ENSG00000101850	ENSPTRG00000051528	ENSPPAG00000040569	ENSMMUG00000006192	ENSOANG00000009690	ENSGALG00000016615	ENSMODG00000017452	ENSMUSG00000025333
ENSG00000101871	ENSPTRG00000021656	ENSPPAG00000038224	ENSMMUG00000020179	ENSOANG00000002628	ENSGALG00000038504	ENSMODG00000017399	ENSMUSG00000035299
ENSG00000101882	ENSPTRG00000022233	ENSPPAG00000030627	ENSMMUG00000012382	ENSOANG00000002590	ENSGALG00000020262	ENSMODG00000017737	ENSMUSG00000016409
ENSG00000101892	ENSPTRG00000022238	ENSPPAG00000040125	ENSMMUG00000000705	ENSOANG00000002581	ENSGALG00000008593	ENSMODG00000010294	ENSMUSG00000016327
ENSG00000101911	ENSPTRG00000021665	ENSPPAG00000034589	ENSMMUG00000011345	ENSOANG00000002617	ENSGALG00000016592	ENSMODG00000017334	ENSMUSG00000025742
ENSG00000101940	ENSPTRG00000021865	ENSPPAG00000030357	ENSMMUG00000015396	ENSOANG00000006932	ENSGALG00000044536	ENSMODG00000010303	ENSMUSG00000031166
ENSG00000101955	ENSPTRG00000021796	ENSPPAG00000036711	ENSMMUG00000013135	ENSOANG00000007116	ENSGALG00000043100	ENSMODG00000021107	ENSMUSG00000090084
ENSG00000101974	ENSPTRG00000022333	ENSPPAG00000043527	ENSMMUG00000007234	ENSOANG00000002599	ENSGALG00000006623	ENSMODG00000013991	ENSMUSG00000062949
ENSG00000101977	ENSPTRG00000046461	ENSPPAG00000034608	ENSMMUG00000020066	ENSOANG00000011658	ENSGALG00000006562	ENSMODG00000014008	ENSMUSG00000031139
ENSG00000101981	ENSPTRG00000022330	ENSPPAG00000039904	ENSMMUG00000020064	ENSOANG00000011661	ENSGALG00000006513	ENSMODG00000014012	ENSMUSG00000031138
ENSG00000102010	ENSPTRG00000021687	ENSPPAG00000040357	ENSMMUG00000014047	ENSOANG00000002579	ENSGALG00000016557	ENSMODG00000017228	ENSMUSG00000031377
ENSG00000102024	ENSPTRG00000022205	ENSPPAG00000027382	ENSMMUG00000006377	ENSOANG00000007227	ENSGALG00000005930	ENSMODG00000004940	ENSMUSG00000016382
ENSG00000102038	ENSPTRG00000049876	ENSPPAG00000034647	ENSMMUG00000008818	ENSOANG00000002862	ENSGALG00000008431	ENSMODG00000013187	ENSMUSG00000031099
ENSG00000102053	ENSPTRG00000021969	ENSPPAG00000039530	ENSMMUG00000012261	ENSOANG00000008267	ENSGALG00000039391	ENSMODG00000005206	ENSMUSG00000035045
ENSG00000102054	ENSPTRG00000021702	ENSPPAG00000036647	ENSMMUG00000016238	ENSOANG00000003884	ENSGALG00000016546	ENSMODG00000017157	ENSMUSG00000031353
ENSG00000102081	ENSPTRG00000022349	ENSPPAG00000041836	ENSMMUG00000015814	ENSOANG00000001097	ENSGALG00000009177	ENSMODG00000005550	ENSMUSG00000000838
ENSG00000102104	ENSPTRG00000021713	ENSPPAG00000040996	ENSMMUG00000005065	ENSOANG00000005828	ENSGALG00000016523	ENSMODG00000017136	ENSMUSG00000031293
ENSG00000102125	ENSPTRG00000022434	ENSPPAG00000036682	ENSMMUG00000005498	ENSOANG00000012765	ENSGALG00000033185	ENSMODG00000008851	ENSMUSG00000009995
ENSG00000102158	ENSPTRG00000022048	ENSPPAG00000037154	ENSMMUG00000014407	ENSOANG00000002394	ENSGALG00000007861	ENSMODG00000003944	ENSMUSG00000031232
ENSG00000102174	ENSPTRG00000021737	ENSPPAG00000012368	ENSMMUG00000023589	ENSOANG00000010653	ENSGALG00000016375	ENSMODG00000007861	ENSMUSG00000057457
ENSG00000102189	ENSPTRG00000005295	ENSPPAG00000041822	ENSMMUG00000002244	ENSOANG00000006628	ENSGALG00000011280	ENSMODG00000009488	ENSMUSG00000036499
ENSG00000102218	ENSPTRG00000021833	ENSPPAG00000039085	ENSMMUG00000023018	ENSOANG00000009198	ENSGALG00000016728	ENSMODG00000000454	ENSMUSG00000060090
ENSG00000102221	ENSPTRG00000042832	ENSPPAG00000034839	ENSMMUG00000023016	ENSOANG00000006696	ENSGALG00000016727	ENSMODG00000000444	ENSMUSG00000037315
ENSG00000102239	ENSPTRG00000022314	ENSPPAG00000031235	ENSMMUG00000006449	ENSOANG00000011675	ENSGALG00000006406	ENSMODG00000014090	ENSMUSG00000031130
ENSG00000102243	ENSPTRG00000022317	ENSPPAG00000035917	ENSMMUG00000006451	ENSOANG00000011673	ENSGALG00000006412	ENSMODG00000014085	ENSMUSG00000031131
ENSG00000102245	ENSPTRG00000022318	ENSPPAG00000042603	ENSMMUG00000013773	ENSOANG00000011672	ENSGALG00000006415	ENSMODG00000014084	ENSMUSG00000031132
ENSG00000102349	ENSPTRG00000021957	ENSPPAG00000043222	ENSMMUG00000014678	ENSOANG00000001989	ENSGALG00000037361	ENSMODG00000010883	ENSMUSG00000041649
ENSG00000102359	ENSPTRG00000022088	ENSPPAG00000039226	ENSMMUG00000008210	ENSOANG00000004207	ENSGALG00000006796	ENSMODG00000011837	ENSMUSG00000031253
ENSG00000102362	ENSPTRG00000022089	ENSPPAG00000026955	ENSMMUG00000008211	ENSOANG00000004210	ENSGALG00000006786	ENSMODG00000011808	ENSMUSG00000031255
ENSG00000102383	ENSPTRG00000022041	ENSPPAG00000017721	ENSMMUG00000021207	ENSOANG00000014565	ENSGALG00000007800	ENSMODG00000003871	ENSMUSG00000033906
ENSG00000102385	ENSPTRG00000022100	ENSPPAG00000007600	ENSMMUG00000021579	ENSOANG00000004217	ENSGALG00000005031	ENSMODG00000011719	ENSMUSG00000000223
ENSG00000102452	ENSPTRG00000006005	ENSPPAG00000035645	ENSMMUG00000015856	ENSOANG00000011307	ENSGALG00000016868	ENSMODG00000007346	ENSMUSG00000000197
ENSG00000102468	ENSPTRG00000005858	ENSPPAG00000000160	ENSMMUG00000004210	ENSOANG00000015564	ENSGALG00000016992	ENSMODG00000011274	ENSMUSG00000034997
ENSG00000102531	ENSPTRG00000023284	ENSPPAG00000032461	ENSMMUG00000023756	ENSOANG00000015550	ENSGALG00000017002	ENSMODG00000011079	ENSMUSG00000033487
ENSG00000102543	ENSPTRG00000005871	ENSPPAG00000028450	ENSMMUG00000013470	ENSOANG00000015548	ENSGALG00000017004	ENSMODG00000010997	ENSMUSG00000021982
ENSG00000102547	ENSPTRG00000005872	ENSPPAG00000029104	ENSMMUG00000013472	ENSOANG00000015547	ENSGALG00000017005	ENSMODG00000010950	ENSMUSG00000021981
ENSG00000102572	ENSPTRG00000005988	ENSPPAG00000012674	ENSMMUG00000009173	ENSOANG00000005462	ENSGALG00000016885	ENSMODG00000008378	ENSMUSG00000063410
ENSG00000102575	ENSPTRG00000010513	ENSPPAG00000022542	ENSMMUG00000002974	ENSOANG00000013181	ENSGALG00000032854	ENSMODG00000006705	ENSMUSG00000001348
ENSG00000102580	ENSPTRG00000005976	ENSPPAG00000011994	ENSMMUG00000005841	ENSOANG00000014915	ENSGALG00000016894	ENSMODG00000008985	ENSMUSG00000022136
ENSG00000102595	ENSPTRG00000005977	ENSPPAG00000036675	ENSMMUG00000005842	ENSOANG00000014914	ENSGALG00000016893	ENSMODG00000008835	ENSMUSG00000042104
ENSG00000102606	ENSPTRG00000006039	ENSPPAG00000024659	ENSMMUG00000013138	ENSOANG00000015625	ENSGALG00000031009	ENSMODG00000004481	ENSMUSG00000031511
ENSG00000102678	ENSPTRG00000005698	ENSPPAG00000003991	ENSMMUG00000009912	ENSOANG00000009032	ENSGALG00000025748	ENSMODG00000008336	ENSMUSG00000021974
ENSG00000102683	ENSPTRG00000005701	ENSPPAG00000009191	ENSMMUG00000001291	ENSOANG00000009039	ENSGALG00000017122	ENSMODG00000008369	ENSMUSG00000035296
ENSG00000102710	ENSPTRG00000005791	ENSPPAG00000030496	ENSMMUG00000003590	ENSOANG00000015502	ENSGALG00000017047	ENSMODG00000010085	ENSMUSG00000027751
ENSG00000102753	ENSPTRG00000005878	ENSPPAG00000033827	ENSMMUG00000020572	ENSOANG00000015542	ENSGALG00000017009	ENSMODG00000010829	ENSMUSG00000021929
ENSG00000102760	ENSPTRG00000005819	ENSPPAG00000034498	ENSMMUG00000011593	ENSOANG00000004628	ENSGALG00000016954	ENSMODG00000014805	ENSMUSG00000022018
ENSG00000102763	ENSPTRG00000005820	ENSPPAG00000004808	ENSMMUG00000011594	ENSOANG00000004629	ENSGALG00000016955	ENSMODG00000014823	ENSMUSG00000058997
ENSG00000102780	ENSPTRG00000005823	ENSPPAG00000026670	ENSMMUG00000023076	ENSOANG00000004633	ENSGALG00000016959	ENSMODG00000014844	ENSMUSG00000034731
ENSG00000102786	ENSPTRG00000005890	ENSPPAG00000008534	ENSMMUG00000013191	ENSOANG00000015531	ENSGALG00000017018	ENSMODG00000010648	ENSMUSG00000035161
ENSG00000102805	ENSPTRG00000005940	ENSPPAG00000003389	ENSMMUG00000021457	ENSOANG00000012184	ENSGALG00000016917	ENSMODG00000001150	ENSMUSG00000022125
ENSG00000102837	ENSPTRG00000005910	ENSPPAG00000036050	ENSMMUG00000002657	ENSOANG00000003540	ENSGALG00000016943	ENSMODG00000014735	ENSMUSG00000022026
ENSG00000102858	ENSPTRG00000007723	ENSPPAG00000043826	ENSMMUG00000001888	ENSOANG00000000423	ENSGALG00000037492	ENSMODG00000006596	ENSMUSG00000022517
ENSG00000102897	ENSPTRG00000007853	ENSPPAG00000031659	ENSMMUG00000016752	ENSOANG00000014289	ENSGALG00000002273	ENSMODG00000007076	ENSMUSG00000030922
ENSG00000103174	ENSPTRG00000007735	ENSPPAG00000038523	ENSMMUG00000011499	ENSOANG00000008714	ENSGALG00000046787	ENSMODG00000005871	ENSMUSG00000023143
ENSG00000103245	ENSPTRG00000007561	ENSPPAG00000043883	ENSMMUG00000006455	ENSOANG00000013720	ENSGALG00000005365	ENSMODG00000016805	ENSMUSG00000002280
ENSG00000103249	ENSPTRG00000007594	ENSPPAG00000035677	ENSMMUG00000021518	ENSOANG00000002751	ENSGALG00000030826	ENSMODG00000016179	ENSMUSG00000036636
ENSG00000103310	ENSPTRG00000007856	ENSPPAG00000037420	ENSMMUG00000016759	ENSOANG00000002223	ENSGALG00000002428	ENSMODG00000007237	ENSMUSG00000030911
ENSG00000103319	ENSPTRG00000007877	ENSPPAG00000037581	ENSMMUG00000017725	ENSOANG00000003263	ENSGALG00000006982	ENSMODG00000007732	ENSMUSG00000035064
ENSG00000103326	ENSPTRG00000045173	ENSPPAG00000036297	ENSMMUG00000000615	ENSOANG00000013008	ENSGALG00000002018	ENSMODG00000016682	ENSMUSG00000037326
ENSG00000103351	ENSPTRG00000007702	ENSPPAG00000028103	ENSMMUG00000007569	ENSOANG00000010329	ENSGALG00000030877	ENSMODG00000016420	ENSMUSG00000014232
ENSG00000103356	ENSPTRG00000007887	ENSPPAG00000028179	ENSMMUG00000020525	ENSOANG00000009665	ENSGALG00000006122	ENSMODG00000006745	ENSMUSG00000030871
ENSG00000103365	ENSPTRG00000007886	ENSPPAG00000041220	ENSMMUG00000020521	ENSOANG00000004491	ENSGALG00000006140	ENSMODG00000006754	ENSMUSG00000030872
ENSG00000103375	ENSPTRG00000007905	ENSPPAG00000036645	ENSMMUG00000010472	ENSOANG00000001476	ENSGALG00000053053	ENSMODG00000016305	ENSMUSG00000030762
ENSG00000103381	ENSPTRG00000007787	ENSPPAG00000035680	ENSMMUG00000002323	ENSOANG00000004964	ENSGALG00000040854	ENSMODG00000004769	ENSMUSG00000065979
ENSG00000103415	ENSPTRG00000007720	ENSPPAG00000028361	ENSMMUG00000009901	ENSOANG00000002417	ENSGALG00000007638	ENSMODG00000006633	ENSMUSG00000004070
ENSG00000103429	ENSPTRG00000007794	ENSPPAG00000036169	ENSMMUG00000008264	ENSOANG00000009383	ENSGALG00000003111	ENSMODG00000004930	ENSMUSG00000022684
ENSG00000103489	ENSPTRG00000007819	ENSPPAG00000033089	ENSMMUG00000017131	ENSOANG00000009533	ENSGALG00000006757	ENSMODG00000005904	ENSMUSG00000030657
ENSG00000103522	ENSPTRG00000052817	ENSPPAG00000041431	ENSMMUG00000008252	ENSOANG00000014810	ENSGALG00000006318	ENSMODG00000015469	ENSMUSG00000030745
ENSG00000103540	ENSPTRG00000007834	ENSPPAG00000038249	ENSMMUG00000013334	ENSOANG00000003217	ENSGALG00000006925	ENSMODG00000006278	ENSMUSG00000033904
ENSG00000103544	ENSPTRG00000007835	ENSPPAG00000028970	ENSMMUG00000013338	ENSOANG00000014308	ENSGALG00000002119	ENSMODG00000006477	ENSMUSG00000030982
ENSG00000104219	ENSPTRG00000020016	ENSPPAG00000035507	ENSMMUG00000001872	ENSOANG00000010383	ENSGALG00000013655	ENSMODG00000019056	ENSMUSG00000039470
ENSG00000104321	ENSPTRG00000020340	ENSPPAG00000031838	ENSMMUG00000010748	ENSOANG00000013522	ENSGALG00000034751	ENSMODG00000007215	ENSMUSG00000032769
ENSG00000104325	ENSPTRG00000020408	ENSPPAG00000036153	ENSMMUG00000006663	ENSOANG00000011997	ENSGALG00000036990	ENSMODG00000007644	ENSMUSG00000028223
ENSG00000104327	ENSPTRG00000020409	ENSPPAG00000042566	ENSMMUG00000006664	ENSOANG00000011998	ENSGALG00000032282	ENSMODG00000007628	ENSMUSG00000028222
ENSG00000104331	ENSPTRG00000020271	ENSPPAG00000042643	ENSMMUG00000014650	ENSOANG00000005030	ENSGALG00000041573	ENSMODG00000008961	ENSMUSG00000066324
ENSG00000104388	ENSPTRG00000020284	ENSPPAG00000030918	ENSMMUG00000017038	ENSOANG00000005041	ENSGALG00000015450	ENSMODG00000008556	ENSMUSG00000047187
