bgeeGeneId	geneId	geneName	geneDescription	speciesId	geneBioTypeId	ensemblGene	geneMappedToGeneIdCount
217126	ENSLOCG00000001578	COL26A1	collagen alpha-1(XXVI) chain-like [Source:NCBI gene;Acc:102697584]	7918	6	1	1
217127	ENSLOCG00000001579	CLEC18A	C-type lectin domain family 18 member A [Source:HGNC Symbol;Acc:HGNC:30388]	7918	6	1	1
217128	ENSLOCG00000001580		prostaglandin E2 receptor EP4 subtype-like [Source:NCBI gene;Acc:102697770]	7918	6	1	1
217129	ENSLOCG00000001581		Peptidase M12B domain-containing protein	7918	6	1	1
217130	ENSLOCG00000001582		Lebercilin domain-containing protein	7918	6	1	1
217131	ENSLOCG00000001583		RNA binding motif protein 43 [Source:NCBI gene;Acc:102687036]	7918	6	1	1
217132	ENSLOCG00000001584	cacna1ba	calcium channel, voltage-dependent, N type, alpha 1B subunit, a [Source:ZFIN;Acc:ZDB-GENE-060531-44]	7918	6	1	1
217133	ENSLOCG00000001585	pdcb	phosducin [Source:NCBI gene;Acc:102685457]	7918	6	1	1
217134	ENSLOCG00000001586	si:ch211-262h13.5	si:ch211-262h13.5 [Source:ZFIN;Acc:ZDB-GENE-050208-372]	7918	6	1	1
217135	ENSLOCG00000001587	pus7l	pseudouridine synthase 7 like [Source:NCBI gene;Acc:102692926]	7918	6	1	1
217136	ENSLOCG00000001588	actn3b	actinin alpha 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2040]	7918	6	1	1
217137	ENSLOCG00000001589		succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like [Source:NCBI gene;Acc:102689788]	7918	6	1	1
217138	ENSLOCG00000001590			7918	6	1	1
217139	ENSLOCG00000001591	GET1	guided entry of tail-anchored proteins factor 1 [Source:NCBI gene;Acc:102688022]	7918	6	1	1
217140	ENSLOCG00000001592		disabled homolog 2-like [Source:NCBI gene;Acc:107079662]	7918	6	1	1
217141	ENSLOCG00000001593	C20orf27	chromosome LG4 open reading frame, human C20orf27 [Source:NCBI gene;Acc:102695845]	7918	6	1	1
217142	ENSLOCG00000001594			7918	6	1	1
217143	ENSLOCG00000001595			7918	6	1	1
217144	ENSLOCG00000001596	mmp28	matrix metallopeptidase 28 [Source:NCBI gene;Acc:102697774]	7918	6	1	1
217145	ENSLOCG00000001597	ptgs2b	prostaglandin-endoperoxide synthase 2 [Source:NCBI gene;Acc:102685668]	7918	6	1	1
217146	ENSLOCG00000001598	NMI	N-myc and STAT interactor [Source:NCBI gene;Acc:102687238]	7918	6	1	1
217147	ENSLOCG00000001599	kcnq2a	potassium voltage-gated channel subfamily Q member 2 [Source:NCBI gene;Acc:102686850]	7918	6	1	1
217148	ENSLOCG00000001600	AHSG	alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]	7918	6	1	1
217149	ENSLOCG00000001601	slf1	SMC5-SMC6 complex localization factor 1 [Source:ZFIN;Acc:ZDB-GENE-141216-402]	7918	6	1	1
217150	ENSLOCG00000001602	vax2	ventral anterior homeobox 2 [Source:NCBI gene;Acc:102684118]	7918	6	1	1
217151	ENSLOCG00000001603	mpz	myelin protein zero [Source:ZFIN;Acc:ZDB-GENE-010724-4]	7918	6	1	1
217152	ENSLOCG00000001604	unc50	unc-50 inner nuclear membrane RNA binding protein [Source:NCBI gene;Acc:102692036]	7918	6	1	1
217153	ENSLOCG00000001605			7918	6	1	1
217154	ENSLOCG00000001606	DNAAF5	dynein axonemal assembly factor 5 [Source:NCBI gene;Acc:102686159]	7918	6	1	1
217155	ENSLOCG00000001607		Protein-tyrosine-phosphatase	7918	6	1	1
217156	ENSLOCG00000001608	brwd1	bromodomain and WD repeat domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041111-120]	7918	6	1	1
217157	ENSLOCG00000001609			7918	6	1	1
217158	ENSLOCG00000001610	sb:cb37	alpha-2-macroglobulin-like [Source:NCBI gene;Acc:102683281]	7918	6	1	1
217159	ENSLOCG00000001611	ptp4a2b	protein tyrosine phosphatase 4A2 [Source:NCBI gene;Acc:102695527]	7918	6	1	1
217160	ENSLOCG00000001612		Poly [ADP-ribose] polymerase	7918	6	1	1
217161	ENSLOCG00000001613	rmc1	regulator of MON1-CCZ1 [Source:NCBI gene;Acc:102698490]	7918	6	1	1
217162	ENSLOCG00000001614	prdm2b	PR domain containing 2, with ZNF domain b [Source:ZFIN;Acc:ZDB-GENE-080613-3]	7918	6	1	1
217163	ENSLOCG00000001615	taf15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:ZFIN;Acc:ZDB-GENE-061215-102]	7918	6	1	1
217164	ENSLOCG00000001616			7918	6	1	1
217165	ENSLOCG00000001617	KIAA0825	KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532]	7918	6	1	1
217166	ENSLOCG00000001618	bicdl1	BICD family like cargo adaptor 1 [Source:NCBI gene;Acc:102689141]	7918	6	1	1
217167	ENSLOCG00000001619	pla2g4aa	phospholipase A2 group IVA [Source:NCBI gene;Acc:102692018]	7918	6	1	1
217168	ENSLOCG00000001620	irak4	interleukin 1 receptor associated kinase 4 [Source:NCBI gene;Acc:102693125]	7918	6	1	1
217169	ENSLOCG00000001621		ATPase H+ transporting V1 subunit B1 [Source:NCBI gene;Acc:102684316]	7918	6	1	1
217170	ENSLOCG00000001622	pik3r4	phosphoinositide-3-kinase regulatory subunit 4 [Source:NCBI gene;Acc:102682445]	7918	6	1	1
217171	ENSLOCG00000001623			7918	6	1	1
217172	ENSLOCG00000001624	col8a2	collagen type VIII alpha 2 chain [Source:NCBI gene;Acc:102683656]	7918	6	1	1
217173	ENSLOCG00000001625	sun1	Sad1 and UNC84 domain containing 1 [Source:NCBI gene;Acc:102686364]	7918	6	1	1
217174	ENSLOCG00000001626			7918	6	1	1
217175	ENSLOCG00000001627	osbpl5	oxysterol binding protein like 5 [Source:NCBI gene;Acc:102687803]	7918	6	1	1
217176	ENSLOCG00000001628	hps3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:ZFIN;Acc:ZDB-GENE-061110-115]	7918	6	1	1
217177	ENSLOCG00000001629	fam172a	family with sequence similarity 172 member A [Source:NCBI gene;Acc:102695569]	7918	6	1	1
217178	ENSLOCG00000001630	UBXN4	UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]	7918	6	1	1
217179	ENSLOCG00000001631		rhomboid domain containing 2 [Source:NCBI gene;Acc:107079899]	7918	6	1	1
217180	ENSLOCG00000001632	uraha	urate (5-hydroxyiso-) hydrolase a [Source:NCBI gene;Acc:751742]	7918	6	1	1
217181	ENSLOCG00000001633	si:ch73-1a9.4	mitochondrial intermediate peptidase [Source:NCBI gene;Acc:102693278]	7918	6	1	1
217182	ENSLOCG00000001634		PAS domain-containing protein	7918	6	1	1
217183	ENSLOCG00000001635	chrna4a	cholinergic receptor nicotinic alpha 4 subunit [Source:NCBI gene;Acc:102687050]	7918	6	1	1
217184	ENSLOCG00000001636	trappc3	trafficking protein particle complex 3 [Source:NCBI gene;Acc:102695980]	7918	6	1	1
217185	ENSLOCG00000001637	RAB35	RAB35, member RAS oncogene family [Source:NCBI gene;Acc:102699053]	7918	6	1	1
217186	ENSLOCG00000001638	twf1b	twinfilin actin binding protein 1 [Source:NCBI gene;Acc:102690307]	7918	6	1	1
217187	ENSLOCG00000001639	coa5	cytochrome c oxidase assembly factor 5 [Source:NCBI gene;Acc:102692236]	7918	6	1	1
217188	ENSLOCG00000001640	porb	P450 (cytochrome) oxidoreductase [Source:NCBI gene;Acc:102688203]	7918	6	1	1
217189	ENSLOCG00000001641	r3hdm1	R3H domain containing 1 [Source:NCBI gene;Acc:102685875]	7918	6	1	1
217190	ENSLOCG00000001642	arpc5b	actin related protein 2/3 complex subunit 5 [Source:NCBI gene;Acc:102685870]	7918	6	1	1
217191	ENSLOCG00000001643	tex261	testis expressed 261 [Source:NCBI gene;Acc:102696046]	7918	6	1	1
217192	ENSLOCG00000001644	si:dkey-57k2.7	si:dkey-57k2.7 [Source:ZFIN;Acc:ZDB-GENE-070912-559]	7918	6	1	1
217193	ENSLOCG00000001645	pdcd5	programmed cell death 5 [Source:NCBI gene;Acc:102687797]	7918	6	1	1
217194	ENSLOCG00000001646	six7	homeobox protein SIX6-like [Source:NCBI gene;Acc:102694060]	7918	6	1	1
217195	ENSLOCG00000001647	angpt2b	angiopoietin-2-like [Source:NCBI gene;Acc:102696447]	7918	6	1	1
217196	ENSLOCG00000001648	cp	ceruloplasmin [Source:NCBI gene;Acc:102698849]	7918	6	1	1
217197	ENSLOCG00000001649	TNFRSF19	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]	7918	6	1	1
217198	ENSLOCG00000001650	COL6A6	collagen type VI alpha 6 chain [Source:NCBI gene;Acc:107078566]	7918	6	1	1
217199	ENSLOCG00000001651			7918	6	1	1
217200	ENSLOCG00000001652	riok3	RIO kinase 3 [Source:NCBI gene;Acc:102697305]	7918	6	1	1
217201	ENSLOCG00000001653	si:dkey-205h13.1	si:dkey-205h13.1 [Source:ZFIN;Acc:ZDB-GENE-090313-227]	7918	6	1	1
217202	ENSLOCG00000001654	ankrd27	ankyrin repeat domain 27 [Source:NCBI gene;Acc:102689902]	7918	6	1	1
217203	ENSLOCG00000001655	b4gat1	beta-1,4-glucuronyltransferase 1 [Source:NCBI gene;Acc:102694260]	7918	6	1	1
217204	ENSLOCG00000001656	hmcn1	hemicentin 1 [Source:ZFIN;Acc:ZDB-GENE-041014-322]	7918	6	1	1
217205	ENSLOCG00000001657	si:ch211-1o7.2	si:ch211-1o7.2 [Source:ZFIN;Acc:ZDB-GENE-141222-28]	7918	6	1	1
217206	ENSLOCG00000001658			7918	6	1	1
217207	ENSLOCG00000001659	zgpat	zinc finger CCCH-type and G-patch domain containing [Source:NCBI gene;Acc:102694706]	7918	6	1	1
217208	ENSLOCG00000001660	slc19a2	solute carrier family 19 member 2 [Source:NCBI gene;Acc:102684955]	7918	6	1	1
217209	ENSLOCG00000001661	si:ch73-60h1.1	calcium/calmodulin-dependent protein kinase type IV-like [Source:NCBI gene;Acc:102698371]	7918	6	1	1
217210	ENSLOCG00000001662	slc22a18	solute carrier family 22 member 18 [Source:NCBI gene;Acc:102688008]	7918	6	1	1
217211	ENSLOCG00000001663	nr2f1a	nuclear receptor subfamily 2 group F member 1 [Source:NCBI gene;Acc:102695763]	7918	6	1	1
217212	ENSLOCG00000001664		B30.2/SPRY domain-containing protein	7918	6	1	1
217213	ENSLOCG00000001665	ehmt1b	euchromatic histone-lysine N-methyltransferase 1b [Source:ZFIN;Acc:ZDB-GENE-080515-3]	7918	6	1	1
217214	ENSLOCG00000001666	get4	guided entry of tail-anchored proteins factor 4 [Source:NCBI gene;Acc:102698436]	7918	6	1	1
217215	ENSLOCG00000001667	zgc:103681	transmembrane protein 120A [Source:NCBI gene;Acc:102698171]	7918	6	1	1
217216	ENSLOCG00000001668	col6a4a	collagen, type VI, alpha 4a [Source:ZFIN;Acc:ZDB-GENE-041111-303]	7918	6	1	1
217217	ENSLOCG00000001669	zmp:0000000662	zmp:0000000662 [Source:ZFIN;Acc:ZDB-GENE-130530-665]	7918	6	1	1
217218	ENSLOCG00000001670	nit1	nitrilase 1 [Source:NCBI gene;Acc:102688076]	7918	6	1	1
217219	ENSLOCG00000001671			7918	6	1	1
217220	ENSLOCG00000001672	tmem117	transmembrane protein 117-like [Source:NCBI gene;Acc:102693331]	7918	6	1	1
217221	ENSLOCG00000001673	zranb3	zinc finger, RAN-binding domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-060712-1]	7918	6	1	1
217222	ENSLOCG00000001674	si:dkey-205h13.2	si:dkey-205h13.2 [Source:ZFIN;Acc:ZDB-GENE-080225-18]	7918	6	1	1
217223	ENSLOCG00000001675	f5	coagulation factor V [Source:ZFIN;Acc:ZDB-GENE-030131-5531]	7918	6	1	1
217224	ENSLOCG00000001676	csmd2	CUB and Sushi multiple domains 2 [Source:NCBI gene;Acc:102683861]	7918	6	1	1
217225	ENSLOCG00000001677	arfrp1	ADP ribosylation factor related protein 1 [Source:NCBI gene;Acc:102687249]	7918	6	1	1
217226	ENSLOCG00000001678			7918	6	1	1
217227	ENSLOCG00000001679	nap1l4b	nucleosome assembly protein 1 like 4 [Source:NCBI gene;Acc:102683834]	7918	6	1	1
217228	ENSLOCG00000001680		Arrestin_C domain-containing protein	7918	6	1	1
217229	ENSLOCG00000001681	efna2b	ephrin-A2-like [Source:NCBI gene;Acc:102698575]	7918	6	1	1
217230	ENSLOCG00000001682	sacs	sacsin molecular chaperone [Source:NCBI gene;Acc:102693480]	7918	6	1	1
217231	ENSLOCG00000001683	rplp0	ribosomal protein lateral stalk subunit P0 [Source:NCBI gene;Acc:102699251]	7918	6	1	1
217232	ENSLOCG00000001684		Lipocln_cytosolic_FA-bd_dom domain-containing protein	7918	6	1	1
217233	ENSLOCG00000001685	usp48	ubiquitin specific peptidase 48 [Source:NCBI gene;Acc:102688134]	7918	6	1	1
217234	ENSLOCG00000001686	tm4sf18	transmembrane 4 L6 family member 1-like [Source:NCBI gene;Acc:102699044]	7918	6	1	1
217235	ENSLOCG00000001687	cd248a	CD248 molecule, endosialin a [Source:ZFIN;Acc:ZDB-GENE-030131-2084]	7918	6	1	1
217236	ENSLOCG00000001688	TNFRSF6B	TNF receptor superfamily member 6b [Source:NCBI gene;Acc:102687457]	7918	6	1	1
217237	ENSLOCG00000001689	si:ch211-262i1.6	si:ch211-262i1.6 [Source:ZFIN;Acc:ZDB-GENE-030131-6242]	7918	6	1	1
217238	ENSLOCG00000001690	tdrd12	tudor domain containing 12 [Source:ZFIN;Acc:ZDB-GENE-121214-348]	7918	6	1	1
217239	ENSLOCG00000001691			7918	6	1	1
217240	ENSLOCG00000001692	styxl1	serine/threonine/tyrosine interacting like 1 [Source:NCBI gene;Acc:102698375]	7918	6	1	1
217241	ENSLOCG00000001693			7918	6	1	1
217242	ENSLOCG00000001694	arrdc1b	arrestin domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-080515-2]	7918	6	1	1
217243	ENSLOCG00000001695		low choriolytic enzyme-like [Source:NCBI gene;Acc:102686567]	7918	6	1	1
217244	ENSLOCG00000001696	pxna	paxillin [Source:HGNC Symbol;Acc:HGNC:9718]	7918	6	1	1
217245	ENSLOCG00000001697			7918	6	1	1
217246	ENSLOCG00000001698	arrdc3a	arrestin domain containing 3 [Source:NCBI gene;Acc:102695959]	7918	6	1	1
217247	ENSLOCG00000001699	mdh2	malate dehydrogenase 2 [Source:NCBI gene;Acc:102688410]	7918	6	1	1
217248	ENSLOCG00000001700	rtel1	regulator of telomere elongation helicase 1 [Source:NCBI gene;Acc:503732]	7918	6	1	1
217249	ENSLOCG00000001701	rab3gap1	RAB3 GTPase activating protein catalytic subunit 1 [Source:NCBI gene;Acc:102686075]	7918	6	1	1
217250	ENSLOCG00000001702	ptbp1b	polypyrimidine tract binding protein 1 [Source:NCBI gene;Acc:102688819]	7918	6	1	1
217251	ENSLOCG00000001703			7918	6	1	1
217252	ENSLOCG00000001704	nudt19	nudix hydrolase 19 [Source:NCBI gene;Acc:102690301]	7918	6	1	1
217253	ENSLOCG00000001705	sgcg	sarcoglycan gamma [Source:NCBI gene;Acc:102693678]	7918	6	1	1
217254	ENSLOCG00000001706		ubiquitin specific peptidase 21 [Source:NCBI gene;Acc:102689760]	7918	6	1	1
217255	ENSLOCG00000001707		Paxillin	7918	6	1	1
217256	ENSLOCG00000001708		G_PROTEIN_RECEP_F1_2 domain-containing protein	7918	6	1	1
217257	ENSLOCG00000001709	rab1ba	zRAB1B, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-040426-873]	7918	6	1	1
217258	ENSLOCG00000001710	SLC9A3R2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2-like [Source:NCBI gene;Acc:102686775]	7918	6	1	1
217259	ENSLOCG00000001711			7918	6	1	1
217260	ENSLOCG00000001712	cars1	cysteinyl-tRNA synthetase 1 [Source:NCBI gene;Acc:102688211]	7918	6	1	1
217261	ENSLOCG00000001713		B30.2/SPRY domain-containing protein	7918	6	1	1
217262	ENSLOCG00000001714	slc7a9	solute carrier family 7 member 9 [Source:NCBI gene;Acc:102688204]	7918	6	1	1
217263	ENSLOCG00000001715	cables1	Cdk5 and Abl enzyme substrate 1 [Source:NCBI gene;Acc:102698696]	7918	6	1	1
217264	ENSLOCG00000001716	adgrv1	adhesion G protein-coupled receptor V1 [Source:NCBI gene;Acc:102696161]	7918	6	1	1
217265	ENSLOCG00000001717	stmn3	stathmin 3 [Source:NCBI gene;Acc:102695030]	7918	6	1	1
217266	ENSLOCG00000001718	cpxm1a	probable carboxypeptidase X1 [Source:NCBI gene;Acc:102685109]	7918	6	1	1
217267	ENSLOCG00000001719	ctu1	cytosolic thiouridylase subunit 1 [Source:NCBI gene;Acc:102682338]	7918	6	1	1
217268	ENSLOCG00000001720	gas2l2	growth arrest specific 2 like 2 [Source:ZFIN;Acc:ZDB-GENE-170206-1]	7918	6	1	1
217269	ENSLOCG00000001721	nelfb	negative elongation factor complex member B [Source:ZFIN;Acc:ZDB-GENE-040426-765]	7918	6	1	1
217270	ENSLOCG00000001722	ADAP1	ArfGAP with dual PH domains 1 [Source:NCBI gene;Acc:102687092]	7918	6	1	1
217271	ENSLOCG00000001723	rarres3l	HRAS-like suppressor 3 [Source:NCBI gene;Acc:102688887]	7918	6	1	1
217272	ENSLOCG00000001724	atg3	autophagy related 3 [Source:NCBI gene;Acc:102692439]	7918	6	1	1
217273	ENSLOCG00000001725		uncharacterized LOC107079625 [Source:NCBI gene;Acc:107079625]	7918	6	1	1
217274	ENSLOCG00000001726	pef1	penta-EF-hand domain containing 1 [Source:NCBI gene;Acc:102684261]	7918	6	1	1
217275	ENSLOCG00000001727		AIG1-type G domain-containing protein	7918	6	1	1
217276	ENSLOCG00000001728	CEP89	centrosomal protein 89 [Source:NCBI gene;Acc:102690508]	7918	6	1	1
217277	ENSLOCG00000001729	tm4sf4	transmembrane 4 L six family member 4 [Source:NCBI gene;Acc:102686637]	7918	6	1	1
217278	ENSLOCG00000001730	FGF9	fibroblast growth factor 9 [Source:NCBI gene;Acc:102693875]	7918	6	1	1
217279	ENSLOCG00000001731	ivns1abpb	influenza virus NS1A binding protein [Source:NCBI gene;Acc:102692421]	7918	6	1	1
217280	ENSLOCG00000001732		VWFA domain-containing protein	7918	6	1	1
217281	ENSLOCG00000001733	RBBP8	RB binding protein 8, endonuclease [Source:NCBI gene;Acc:102697893]	7918	6	1	1
217282	ENSLOCG00000001734	scarb1	scavenger receptor class B member 1 [Source:NCBI gene;Acc:102689554]	7918	6	1	1
217283	ENSLOCG00000001735	si:dkey-175m17.6	si:dkey-175m17.6 [Source:ZFIN;Acc:ZDB-GENE-091204-392]	7918	6	1	1
217284	ENSLOCG00000001736	cx39.4	connexin 39.4 [Source:ZFIN;Acc:ZDB-GENE-050616-6]	7918	6	1	1
217285	ENSLOCG00000001737	si:ch211-262i1.4	thymic stromal cotransporter homolog [Source:NCBI gene;Acc:102698980]	7918	6	1	1
217286	ENSLOCG00000001738		AIG1-type G domain-containing protein	7918	6	1	1
217287	ENSLOCG00000001739	slc35a5	solute carrier family 35 member A5 [Source:NCBI gene;Acc:102685353]	7918	6	1	1
217288	ENSLOCG00000001740	cpt1aa	carnitine palmitoyltransferase 1Aa (liver) [Source:ZFIN;Acc:ZDB-GENE-060503-925]	7918	6	1	1
217289	ENSLOCG00000001741	GMEB2	glucocorticoid modulatory element binding protein 2 [Source:NCBI gene;Acc:102687861]	7918	6	1	1
217290	ENSLOCG00000001742	RASL10B	RAS like family 10 member B [Source:NCBI gene;Acc:102688742]	7918	6	1	1
217291	ENSLOCG00000001743			7918	6	1	1
217292	ENSLOCG00000001744	cox19	cytochrome c oxidase assembly protein COX19 [Source:NCBI gene;Acc:102690143]	7918	6	1	1
217293	ENSLOCG00000001745	dctn1a	dynactin subunit 1 [Source:NCBI gene;Acc:102685511]	7918	6	1	1
217294	ENSLOCG00000001746			7918	6	1	1
217295	ENSLOCG00000001747	micu2	mitochondrial calcium uptake 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3374]	7918	6	1	1
217296	ENSLOCG00000001748	si:ch211-282j22.3	si:ch211-282j22.3 [Source:ZFIN;Acc:ZDB-GENE-091113-49]	7918	6	1	1
217297	ENSLOCG00000001749	swt1	SWT1 RNA endoribonuclease homolog [Source:NCBI gene;Acc:107078327]	7918	6	1	1
217298	ENSLOCG00000001750	map3k19	mitogen-activated protein kinase kinase kinase 19 [Source:ZFIN;Acc:ZDB-GENE-081104-140]	7918	6	1	1
217299	ENSLOCG00000001751			7918	6	1	1
217300	ENSLOCG00000001752	tbcela	tubulin folding cofactor E like [Source:NCBI gene;Acc:102690105]	7918	6	1	1
217301	ENSLOCG00000001753	palm1b	paralemmin [Source:NCBI gene;Acc:102689016]	7918	6	1	1
217302	ENSLOCG00000001754	dlgap3	DLG associated protein 3 [Source:NCBI gene;Acc:102696840]	7918	6	1	1
217303	ENSLOCG00000001755			7918	6	1	1
217304	ENSLOCG00000001756	ap2b1	adaptor related protein complex 2 subunit beta 1 [Source:NCBI gene;Acc:102688936]	7918	6	1	1
217305	ENSLOCG00000001757	ldlrad2	low density lipoprotein receptor class A domain containing 2 [Source:NCBI gene;Acc:102691174]	7918	6	1	1
217306	ENSLOCG00000001758	rnps1	RNA binding protein with serine rich domain 1 [Source:NCBI gene;Acc:102690346]	7918	6	1	1
217307	ENSLOCG00000001759	wwtr1	WW domain containing transcription regulator 1 [Source:NCBI gene;Acc:102686843]	7918	6	1	1
217308	ENSLOCG00000001760	zdhhc20a	zinc finger DHHC-type containing 20 [Source:NCBI gene;Acc:102688844]	7918	6	1	1
217309	ENSLOCG00000001761	faap24	FA core complex associated protein 24 [Source:ZFIN;Acc:ZDB-GENE-070410-53]	7918	6	1	1
217310	ENSLOCG00000001762		Sodium/potassium-transporting ATPase subunit alpha	7918	6	1	1
217311	ENSLOCG00000001763	mark2b	MAP/microtubule affinity-regulating kinase 2b [Source:ZFIN;Acc:ZDB-GENE-080215-4]	7918	6	1	1
217312	ENSLOCG00000001764	ccnt2a	cyclin T2 [Source:NCBI gene;Acc:102686278]	7918	6	1	1
217313	ENSLOCG00000001765	tecta	tectorin alpha [Source:ZFIN;Acc:ZDB-GENE-110411-120]	7918	6	1	1
217314	ENSLOCG00000001766		cytochrome P450 2K1 [Source:NCBI gene;Acc:102690552]	7918	6	1	1
217315	ENSLOCG00000001767		platelet-activating factor receptor-like [Source:NCBI gene;Acc:102684646]	7918	6	1	1
217316	ENSLOCG00000001768	dhx37	DEAH (Asp-Glu-Ala-His) box polypeptide 37 [Source:ZFIN;Acc:ZDB-GENE-030131-4505]	7918	6	1	1
217317	ENSLOCG00000001769	ccdc80l1	coiled-coil domain containing 80 like 1 [Source:ZFIN;Acc:ZDB-GENE-120328-4]	7918	6	1	1
217318	ENSLOCG00000001770	HELZ2	helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]	7918	6	1	1
217319	ENSLOCG00000001771	slc31a2	solute carrier family 31 member 2 [Source:NCBI gene;Acc:102692039]	7918	6	1	1
217320	ENSLOCG00000001772	rhpn2	rhophilin Rho GTPase binding protein 2 [Source:NCBI gene;Acc:102690911]	7918	6	1	1
217321	ENSLOCG00000001773	slc51a	organic solute transporter subunit alpha-like [Source:NCBI gene;Acc:102689041]	7918	6	1	1
217322	ENSLOCG00000001774	rnf13	ring finger protein 13 [Source:NCBI gene;Acc:102682728]	7918	6	1	1
217323	ENSLOCG00000001775	gata6	GATA binding protein 6 [Source:NCBI gene;Acc:102698897]	7918	6	1	1
217324	ENSLOCG00000001776	plppr3b	phospholipid phosphatase related 3 [Source:NCBI gene;Acc:102682259]	7918	6	1	1
217325	ENSLOCG00000001777	lig1	ligase I, DNA, ATP-dependent [Source:ZFIN;Acc:ZDB-GENE-110404-2]	7918	6	1	1
217326	ENSLOCG00000001778	hspg2	heparan sulfate proteoglycan 2 [Source:ZFIN;Acc:ZDB-GENE-080807-4]	7918	6	1	1
217327	ENSLOCG00000001779	gale	UDP-galactose-4-epimerase [Source:NCBI gene;Acc:102697032]	7918	6	1	1
217328	ENSLOCG00000001780	niban2a	niban apoptosis regulator 2a [Source:ZFIN;Acc:ZDB-GENE-070112-1222]	7918	6	1	1
217329	ENSLOCG00000001781	trmt1l	tRNA methyltransferase 1 like [Source:NCBI gene;Acc:102692625]	7918	6	1	1
217330	ENSLOCG00000001782	lysmd3	LysM domain containing 3 [Source:NCBI gene;Acc:102687939]	7918	6	1	1
217331	ENSLOCG00000001783	mib1	mindbomb E3 ubiquitin protein ligase 1 [Source:NCBI gene;Acc:352910]	7918	6	1	1
217332	ENSLOCG00000001784	pdk3a	pyruvate dehydrogenase kinase 3 [Source:NCBI gene;Acc:102694075]	7918	6	1	1
217333	ENSLOCG00000001785	dipk2b	divergent protein kinase domain 2B [Source:NCBI gene;Acc:102685765]	7918	6	1	1
217334	ENSLOCG00000001786	si:ch211-236l14.4	SITS-binding protein-like [Source:NCBI gene;Acc:102688627]	7918	6	1	1
217335	ENSLOCG00000001787	acmsd	aminocarboxymuconate semialdehyde decarboxylase [Source:NCBI gene;Acc:102686631]	7918	6	1	1
217336	ENSLOCG00000001788		cathepsin K-like [Source:NCBI gene;Acc:102682459]	7918	6	1	1
217337	ENSLOCG00000001789	capn7	calpain 7 [Source:NCBI gene;Acc:102682652]	7918	6	1	1
217338	ENSLOCG00000001790	ccn5	cellular communication network factor 5 [Source:NCBI gene;Acc:102688271]	7918	6	1	1
217339	ENSLOCG00000001791	RAB26	RAB26, member RAS oncogene family [Source:NCBI gene;Acc:102687293]	7918	6	1	1
