9986	9031	9606	9544	10116	10090
ENSOCUG00000005788	ENSGALG00000001661	ENSG00000137204	ENSMMUG00000022941	ENSRNOG00000018420	ENSMUSG00000067144
ENSOCUG00000005790	ENSGALG00000004103	ENSG00000157470	ENSMMUG00000016390	ENSRNOG00000057501	ENSMUSG00000032224
ENSOCUG00000005798	ENSGALG00000009078	ENSG00000158089	ENSMMUG00000003474	ENSRNOG00000007951	ENSMUSG00000024064
ENSOCUG00000005804	ENSGALG00000001332	ENSG00000080839	ENSMMUG00000014376	ENSRNOG00000006921	ENSMUSG00000027641
ENSOCUG00000005808	ENSGALG00000013414	ENSG00000154553	ENSMMUG00000015407	ENSRNOG00000012658	ENSMUSG00000031636
ENSOCUG00000005809	ENSGALG00000027472	ENSG00000095209	ENSMMUG00000002672	ENSRNOG00000028063	ENSMUSG00000028420
ENSOCUG00000005814	ENSGALG00000016053	ENSG00000157540	ENSMMUG00000018131	ENSRNOG00000001662	ENSMUSG00000022897
ENSOCUG00000005819	ENSGALG00000001486	ENSG00000115085	ENSMMUG00000021545	ENSRNOG00000016995	ENSMUSG00000026117
ENSOCUG00000005820	ENSGALG00000016442	ENSG00000171848	ENSMMUG00000002057	ENSRNOG00000054286	ENSMUSG00000020649
ENSOCUG00000005824	ENSGALG00000040028	ENSG00000170266	ENSMMUG00000020109	ENSRNOG00000010196	ENSMUSG00000045594
ENSOCUG00000005826	ENSGALG00000009719	ENSG00000138650	ENSMMUG00000023149	ENSRNOG00000031974	ENSMUSG00000049100
ENSOCUG00000005829	ENSGALG00000005217	ENSG00000124003	ENSMMUG00000015649	ENSRNOG00000014692	ENSMUSG00000012187
ENSOCUG00000005831	ENSGALG00000003815	ENSG00000118705	ENSMMUG00000010363	ENSRNOG00000007492	ENSMUSG00000027642
ENSOCUG00000005835	ENSGALG00000032361	ENSG00000145087	ENSMMUG00000011161	ENSRNOG00000002496	ENSMUSG00000022829
ENSOCUG00000005836	ENSGALG00000015422	ENSG00000157168	ENSMMUG00000000208	ENSRNOG00000010392	ENSMUSG00000062991
ENSOCUG00000005838	ENSGALG00000015645	ENSG00000125388	ENSMMUG00000008392	ENSRNOG00000011847	ENSMUSG00000052783
ENSOCUG00000005839	ENSGALG00000015458	ENSG00000143195	ENSMMUG00000023462	ENSRNOG00000025151	ENSMUSG00000040612
ENSOCUG00000005845	ENSGALG00000007579	ENSG00000077420	ENSMMUG00000022948	ENSRNOG00000017803	ENSMUSG00000026786
ENSOCUG00000005846	ENSGALG00000008865	ENSG00000148218	ENSMMUG00000031965	ENSRNOG00000015206	ENSMUSG00000028393
ENSOCUG00000005848	ENSGALG00000019211	ENSG00000143194	ENSMMUG00000023463	ENSRNOG00000003790	ENSMUSG00000040629
ENSOCUG00000005849	ENSGALG00000033064	ENSG00000110367	ENSMMUG00000018651	ENSRNOG00000053932	ENSMUSG00000032097
ENSOCUG00000005851	ENSGALG00000010370	ENSG00000144893	ENSMMUG00000017239	ENSRNOG00000010680	ENSMUSG00000056476
ENSOCUG00000005852	ENSGALG00000016945	ENSG00000136110	ENSMMUG00000016404	ENSRNOG00000012821	ENSMUSG00000022025
ENSOCUG00000005853	ENSGALG00000015305	ENSG00000112333	ENSMMUG00000023767	ENSRNOG00000050550	ENSMUSG00000019803
ENSOCUG00000005855	ENSGALG00000004669	ENSG00000108381	ENSMMUG00000056697	ENSRNOG00000019659	ENSMUSG00000020774
ENSOCUG00000005856	ENSGALG00000014683	ENSG00000139197	ENSMMUG00000004242	ENSRNOG00000049203	ENSMUSG00000005069
ENSOCUG00000005858	ENSGALG00000015304	ENSG00000112335	ENSMMUG00000020366	ENSRNOG00000046705	ENSMUSG00000019804
ENSOCUG00000005859	ENSGALG00000004088	ENSG00000187239	ENSMMUG00000003799	ENSRNOG00000008258	ENSMUSG00000075415
ENSOCUG00000005860	ENSGALG00000002597	ENSG00000166343	ENSMMUG00000015711	ENSRNOG00000007632	ENSMUSG00000021815
ENSOCUG00000005861	ENSGALG00000016059	ENSG00000157557	ENSMMUG00000009063	ENSRNOG00000001647	ENSMUSG00000022895
ENSOCUG00000005862	ENSGALG00000015303	ENSG00000135537	ENSMMUG00000020367	ENSRNOG00000043033	ENSMUSG00000038302
ENSOCUG00000005865	ENSGALG00000014178	ENSG00000159307	ENSMMUG00000006061	ENSRNOG00000010617	ENSMUSG00000016763
ENSOCUG00000005869	ENSGALG00000005212	ENSG00000106128	ENSMMUG00000011764	ENSRNOG00000011808	ENSMUSG00000004654
ENSOCUG00000005870	ENSGALG00000010083	ENSG00000126091	ENSMMUG00000015555	ENSRNOG00000019843	ENSMUSG00000028538
ENSOCUG00000005872	ENSGALG00000014290	ENSG00000078140	ENSMMUG00000011325	ENSRNOG00000027088	ENSMUSG00000029203
ENSOCUG00000005874	ENSGALG00000014860	ENSG00000176105	ENSMMUG00000004054	ENSRNOG00000037227	ENSMUSG00000014932
ENSOCUG00000005877	ENSGALG00000040561	ENSG00000174946	ENSMMUG00000017244	ENSRNOG00000025297	ENSMUSG00000050075
ENSOCUG00000005879	ENSGALG00000040367	ENSG00000174944	ENSMMUG00000017245	ENSRNOG00000013872	ENSMUSG00000036381
ENSOCUG00000005880	ENSGALG00000014286	ENSG00000121892	ENSMMUG00000011323	ENSRNOG00000002541	ENSMUSG00000029202
ENSOCUG00000005881	ENSGALG00000010087	ENSG00000117408	ENSMMUG00000015142	ENSRNOG00000019758	ENSMUSG00000033365
ENSOCUG00000005882	ENSGALG00000012115	ENSG00000184937	ENSMMUG00000009881	ENSRNOG00000013074	ENSMUSG00000016458
ENSOCUG00000005883	ENSGALG00000010377	ENSG00000138271	ENSMMUG00000001103	ENSRNOG00000013894	ENSMUSG00000051431
ENSOCUG00000005884	ENSGALG00000036378	ENSG00000136535	ENSMMUG00000011911	ENSRNOG00000005049	ENSMUSG00000035033
ENSOCUG00000005885	ENSGALG00000044293	ENSG00000152580	ENSMMUG00000001107	ENSRNOG00000013917	ENSMUSG00000036334
ENSOCUG00000005887	ENSGALG00000004667	ENSG00000116698	ENSMMUG00000018458	ENSRNOG00000027962	ENSMUSG00000042772
ENSOCUG00000005890	ENSGALG00000010089	ENSG00000132768	ENSMMUG00000015150	ENSRNOG00000019735	ENSMUSG00000028540
ENSOCUG00000005891	ENSGALG00000015799	ENSG00000107105	ENSMMUG00000010038	ENSRNOG00000006853	ENSMUSG00000008489
ENSOCUG00000005893	ENSGALG00000010924	ENSG00000162599	ENSMMUG00000013840	ENSRNOG00000006966	ENSMUSG00000028565
ENSOCUG00000005896	ENSGALG00000009880	ENSG00000109452	ENSMMUG00000003697	ENSRNOG00000018382	ENSMUSG00000037940
ENSOCUG00000005897	ENSGALG00000010094	ENSG00000117411	ENSMMUG00000015155	ENSRNOG00000019609	ENSMUSG00000028541
ENSOCUG00000005900	ENSGALG00000005120	ENSG00000163520	ENSMMUG00000017659	ENSRNOG00000007338	ENSMUSG00000064080
ENSOCUG00000005903	ENSGALG00000010774	ENSG00000157216	ENSMMUG00000020976	ENSRNOG00000007920	ENSMUSG00000061887
ENSOCUG00000005905	ENSGALG00000012336	ENSG00000164506	ENSMMUG00000017082	ENSRNOG00000013351	ENSMUSG00000019790
ENSOCUG00000005908	ENSGALG00000015197	ENSG00000138459	ENSMMUG00000014236	ENSRNOG00000002069	ENSMUSG00000022664
ENSOCUG00000005909	ENSGALG00000009885	ENSG00000127311	ENSMMUG00000016628	ENSRNOG00000004189	ENSMUSG00000020228
ENSOCUG00000005911	ENSGALG00000002308	ENSG00000145781	ENSMMUG00000008738	ENSRNOG00000003958	ENSMUSG00000042705
ENSOCUG00000005912	ENSGALG00000042771	ENSG00000114480	ENSMMUG00000015877	ENSRNOG00000051232	ENSMUSG00000022707
ENSOCUG00000005919	ENSGALG00000003013	ENSG00000183346	ENSMMUG00000013152	ENSRNOG00000000634	ENSMUSG00000019945
ENSOCUG00000005920	ENSGALG00000014054	ENSG00000198055	ENSMMUG00000019817	ENSRNOG00000014615	ENSMUSG00000074886
ENSOCUG00000005922	ENSGALG00000015949	ENSG00000162174	ENSMMUG00000013831	ENSRNOG00000020202	ENSMUSG00000024654
ENSOCUG00000005923	ENSGALG00000029793	ENSG00000205423	ENSMMUG00000008365	ENSRNOG00000015534	ENSMUSG00000036810
ENSOCUG00000005924	ENSGALG00000004889	ENSG00000117394	ENSMMUG00000000373	ENSRNOG00000007284	ENSMUSG00000028645
ENSOCUG00000005925	ENSGALG00000003111	ENSG00000103429	ENSMMUG00000008264	ENSRNOG00000003151	ENSMUSG00000022684
ENSOCUG00000005926	ENSGALG00000003799	ENSG00000114316	ENSMMUG00000000822	ENSRNOG00000054863	ENSMUSG00000032612
ENSOCUG00000005929	ENSGALG00000011592	ENSG00000158186	ENSMMUG00000041198	ENSRNOG00000014060	ENSMUSG00000032470
ENSOCUG00000005930	ENSGALG00000040079	ENSG00000169946	ENSMMUG00000007721	ENSRNOG00000004109	ENSMUSG00000022306
ENSOCUG00000005932	ENSGALG00000012129	ENSG00000125633	ENSMMUG00000039116	ENSRNOG00000002514	ENSMUSG00000026339
ENSOCUG00000005940	ENSGALG00000005378	ENSG00000133794	ENSMMUG00000009690	ENSRNOG00000014448	ENSMUSG00000055116
ENSOCUG00000005942	ENSGALG00000016639	ENSG00000197892	ENSMMUG00000039515	ENSRNOG00000013089	ENSMUSG00000060012
ENSOCUG00000005945	ENSGALG00000010244	ENSG00000117448	ENSMMUG00000049745	ENSRNOG00000016727	ENSMUSG00000028692
ENSOCUG00000005946	ENSGALG00000015439	ENSG00000070214	ENSMMUG00000015024	ENSRNOG00000055089	ENSMUSG00000028412
ENSOCUG00000005952	ENSGALG00000005369	ENSG00000148925	ENSMMUG00000009695	ENSRNOG00000014341	ENSMUSG00000038187
ENSOCUG00000005953	ENSGALG00000003138	ENSG00000180914	ENSMMUG00000009703	ENSRNOG00000005806	ENSMUSG00000049112
ENSOCUG00000005954	ENSGALG00000010234	ENSG00000132763	ENSMMUG00000015950	ENSRNOG00000017233	ENSMUSG00000028690
ENSOCUG00000005955	ENSGALG00000006305	ENSG00000168393	ENSMMUG00000008049	ENSRNOG00000018904	ENSMUSG00000026281
ENSOCUG00000005956	ENSGALG00000034655	ENSG00000059573	ENSMMUG00000003102	ENSRNOG00000067262	ENSMUSG00000025007
ENSOCUG00000005957	ENSGALG00000004190	ENSG00000170633	ENSMMUG00000021563	ENSRNOG00000001331	ENSMUSG00000029474
ENSOCUG00000005958	ENSGALG00000009152	ENSG00000107518	ENSMMUG00000001905	ENSRNOG00000017406	ENSMUSG00000054843
ENSOCUG00000005961	ENSGALG00000004225	ENSG00000089094	ENSMMUG00000021564	ENSRNOG00000025702	ENSMUSG00000029475
ENSOCUG00000005964	ENSGALG00000010517	ENSG00000119977	ENSMMUG00000003103	ENSRNOG00000062728	ENSMUSG00000025008
ENSOCUG00000005967	ENSGALG00000036017	ENSG00000140396	ENSMMUG00000015978	ENSRNOG00000007975	ENSMUSG00000005886
ENSOCUG00000005970	ENSGALG00000005869	ENSG00000181789	ENSMMUG00000013163	ENSRNOG00000010474	ENSMUSG00000030058
ENSOCUG00000005972	ENSGALG00000005506	ENSG00000163666	ENSMMUG00000007224	ENSRNOG00000014133	ENSMUSG00000040726
ENSOCUG00000005974	ENSGALG00000002708	ENSG00000169783	ENSMMUG00000001782	ENSRNOG00000017193	ENSMUSG00000049556
ENSOCUG00000005977	ENSGALG00000008301	ENSG00000222011	ENSMMUG00000037761	ENSRNOG00000048371	ENSMUSG00000047221
ENSOCUG00000005982	ENSGALG00000008056	ENSG00000158470	ENSMMUG00000002124	ENSRNOG00000008283	ENSMUSG00000017929
ENSOCUG00000005987	ENSGALG00000011518	ENSG00000144647	ENSMMUG00000009745	ENSRNOG00000019492	ENSMUSG00000066235
ENSOCUG00000005988	ENSGALG00000004570	ENSG00000124151	ENSMMUG00000012020	ENSRNOG00000005616	ENSMUSG00000027678
ENSOCUG00000005992	ENSGALG00000026493	ENSG00000144118	ENSMMUG00000046774	ENSRNOG00000002440	ENSMUSG00000004451
ENSOCUG00000005997	ENSGALG00000005411	ENSG00000162039	ENSMMUG00000000739	ENSRNOG00000014711	ENSMUSG00000024155
ENSOCUG00000006001	ENSGALG00000015407	ENSG00000181690	ENSMMUG00000061268	ENSRNOG00000008846	ENSMUSG00000003282
ENSOCUG00000006003	ENSGALG00000011739	ENSG00000139055	ENSMMUG00000018030	ENSRNOG00000005787	ENSMUSG00000030219
ENSOCUG00000006006	ENSGALG00000030863	ENSG00000156222	ENSMMUG00000016772	ENSRNOG00000018940	ENSMUSG00000025726
ENSOCUG00000006007	ENSGALG00000015878	ENSG00000135338	ENSMMUG00000004356	ENSRNOG00000009580	ENSMUSG00000032258
ENSOCUG00000006010	ENSGALG00000011738	ENSG00000111348	ENSMMUG00000053781	ENSRNOG00000005809	ENSMUSG00000030220
ENSOCUG00000006015	ENSGALG00000037257	ENSG00000136630	ENSMMUG00000062202	ENSRNOG00000002309	ENSMUSG00000039377
ENSOCUG00000006018	ENSGALG00000007638	ENSG00000103415	ENSMMUG00000009901	ENSRNOG00000003773	ENSMUSG00000004070
ENSOCUG00000006020	ENSGALG00000016375	ENSG00000102174	ENSMMUG00000023589	ENSRNOG00000023440	ENSMUSG00000057457
ENSOCUG00000006024	ENSGALG00000005781	ENSG00000101199	ENSMMUG00000015911	ENSRNOG00000043150	ENSMUSG00000027575
ENSOCUG00000006025	ENSGALG00000016600	ENSG00000115138	ENSMMUG00000055135	ENSRNOG00000012686	ENSMUSG00000020660
ENSOCUG00000006032	ENSGALG00000014540	ENSG00000114982	ENSMMUG00000011477	ENSRNOG00000015417	ENSMUSG00000010453
ENSOCUG00000006034	ENSGALG00000006190	ENSG00000022267	ENSMMUG00000007922	ENSRNOG00000000875	ENSMUSG00000023092
ENSOCUG00000006040	ENSGALG00000007928	ENSG00000078403	ENSMMUG00000023648	ENSRNOG00000022249	ENSMUSG00000026743
ENSOCUG00000006041	ENSGALG00000005930	ENSG00000102024	ENSMMUG00000006377	ENSRNOG00000027520	ENSMUSG00000016382
ENSOCUG00000006043	ENSGALG00000008909	ENSG00000058056	ENSMMUG00000003594	ENSRNOG00000030639	ENSMUSG00000056900
ENSOCUG00000006044	ENSGALG00000015237	ENSG00000185250	ENSMMUG00000007020	ENSRNOG00000043186	ENSMUSG00000078451
ENSOCUG00000006045	ENSGALG00000003068	ENSG00000108799	ENSMMUG00000006093	ENSRNOG00000020336	ENSMUSG00000006920
ENSOCUG00000006046	ENSGALG00000017039	ENSG00000133115	ENSMMUG00000002107	ENSRNOG00000011006	ENSMUSG00000027744
ENSOCUG00000006048	ENSGALG00000032190	ENSG00000135596	ENSMMUG00000023221	ENSRNOG00000000307	ENSMUSG00000019823
ENSOCUG00000006050	ENSGALG00000011281	ENSG00000129810	ENSMMUG00000020341	ENSRNOG00000022499	ENSMUSG00000023940
ENSOCUG00000006052	ENSGALG00000012273	ENSG00000100485	ENSMMUG00000007464	ENSRNOG00000004826	ENSMUSG00000034801
ENSOCUG00000006053	ENSGALG00000043386	ENSG00000114757	ENSMMUG00000003595	ENSRNOG00000011211	ENSMUSG00000027674
ENSOCUG00000006054	ENSGALG00000031209	ENSG00000181938	ENSMMUG00000009109	ENSRNOG00000011863	ENSMUSG00000031669
ENSOCUG00000006055	ENSGALG00000010411	ENSG00000082996	ENSMMUG00000023335	ENSRNOG00000029209	ENSMUSG00000036503
ENSOCUG00000006056	ENSGALG00000007356	ENSG00000107968	ENSMMUG00000004930	ENSRNOG00000016378	ENSMUSG00000024235
ENSOCUG00000006058	ENSGALG00000032273	ENSG00000125630	ENSMMUG00000009468	ENSRNOG00000018349	ENSMUSG00000027395
ENSOCUG00000006061	ENSGALG00000014821	ENSG00000172673	ENSMMUG00000014652	ENSRNOG00000014979	ENSMUSG00000049109
ENSOCUG00000006062	ENSGALG00000014952	ENSG00000113163	ENSMMUG00000006141	ENSRNOG00000015686	ENSMUSG00000021669
ENSOCUG00000006066	ENSGALG00000040957	ENSG00000123908	ENSMMUG00000008045	ENSRNOG00000008533	ENSMUSG00000036698
ENSOCUG00000006067	ENSGALG00000016788	ENSG00000115607	ENSMMUG00000009246	ENSRNOG00000054218	ENSMUSG00000026068
ENSOCUG00000006068	ENSGALG00000007037	ENSG00000110075	ENSMMUG00000016213	ENSRNOG00000015540	ENSMUSG00000024908
ENSOCUG00000006073	ENSGALG00000038757	ENSG00000076067	ENSMMUG00000019330	ENSRNOG00000003076	ENSMUSG00000040043
ENSOCUG00000006082	ENSGALG00000053509	ENSG00000013573	ENSMMUG00000022864	ENSRNOG00000051528	ENSMUSG00000035842
ENSOCUG00000006084	ENSGALG00000013033	ENSG00000164237	ENSMMUG00000020113	ENSRNOG00000011260	ENSMUSG00000022235
ENSOCUG00000006085	ENSGALG00000013297	ENSG00000129151	ENSMMUG00000000316	ENSRNOG00000059519	ENSMUSG00000041660
ENSOCUG00000006086	ENSGALG00000009056	ENSG00000172954	ENSMMUG00000059622	ENSRNOG00000034026	ENSMUSG00000054469
ENSOCUG00000006088	ENSGALG00000004662	ENSG00000204624	ENSMMUG00000049196	ENSRNOG00000026447	ENSMUSG00000041544
ENSOCUG00000006091	ENSGALG00000016473	ENSG00000143867	ENSMMUG00000037622	ENSRNOG00000004210	ENSMUSG00000048387
ENSOCUG00000006092	ENSGALG00000016697	ENSG00000146085	ENSMMUG00000002458	ENSRNOG00000050843	ENSMUSG00000023921
ENSOCUG00000006095	ENSGALG00000001604	ENSG00000149328	ENSMMUG00000041104	ENSRNOG00000007561	ENSMUSG00000036395
ENSOCUG00000006098	ENSGALG00000010391	ENSG00000138722	ENSMMUG00000022003	ENSRNOG00000024986	ENSMUSG00000054641
ENSOCUG00000006102	ENSGALG00000037018	ENSG00000055483	ENSMMUG00000005352	ENSRNOG00000028255	ENSMUSG00000033909
ENSOCUG00000006104	ENSGALG00000017189	ENSG00000137691	ENSMMUG00000003394	ENSRNOG00000043410	ENSMUSG00000053070
ENSOCUG00000006105	ENSGALG00000002314	ENSG00000148600	ENSMMUG00000000658	ENSRNOG00000013330	ENSMUSG00000021803
ENSOCUG00000006107	ENSGALG00000002000	ENSG00000175318	ENSMMUG00000018756	ENSRNOG00000025979	ENSMUSG00000074259
ENSOCUG00000006109	ENSGALG00000008757	ENSG00000119865	ENSMMUG00000046992	ENSRNOG00000005326	ENSMUSG00000044629
ENSOCUG00000006110	ENSGALG00000008520	ENSG00000114867	ENSMMUG00000010934	ENSRNOG00000001738	ENSMUSG00000045983
ENSOCUG00000006112	ENSGALG00000001611	ENSG00000109956	ENSMMUG00000002250	ENSRNOG00000007142	ENSMUSG00000045994
ENSOCUG00000006113	ENSGALG00000008756	ENSG00000115956	ENSMMUG00000009195	ENSRNOG00000005214	ENSMUSG00000020120
ENSOCUG00000006114	ENSGALG00000003021	ENSG00000169684	ENSMMUG00000010743	ENSRNOG00000013610	ENSMUSG00000035594
ENSOCUG00000006115	ENSGALG00000002303	ENSG00000148602	ENSMMUG00000000660	ENSRNOG00000012790	ENSMUSG00000041044
ENSOCUG00000006116	ENSGALG00000008753	ENSG00000204923	ENSMMUG00000060845	ENSRNOG00000023026	ENSMUSG00000044966
ENSOCUG00000006120	ENSGALG00000002299	ENSG00000148604	ENSMMUG00000000661	ENSRNOG00000012396	ENSMUSG00000021804
ENSOCUG00000006122	ENSGALG00000001725	ENSG00000078687	ENSMMUG00000011924	ENSRNOG00000022395	ENSMUSG00000025571
ENSOCUG00000006124	ENSGALG00000015287	ENSG00000206535	ENSMMUG00000053804	ENSRNOG00000039649	ENSMUSG00000109588
ENSOCUG00000006126	ENSGALG00000029484	ENSG00000111785	ENSMMUG00000009236	ENSRNOG00000007323	ENSMUSG00000035620
ENSOCUG00000006130	ENSGALG00000039391	ENSG00000102053	ENSMMUG00000012261	ENSRNOG00000011508	ENSMUSG00000035045
ENSOCUG00000006137	ENSGALG00000033557	ENSG00000103811	ENSMMUG00000010093	ENSRNOG00000014064	ENSMUSG00000032359
ENSOCUG00000006139	ENSGALG00000011686	ENSG00000082684	ENSMMUG00000010034	ENSRNOG00000002238	ENSMUSG00000052133
ENSOCUG00000006143	ENSGALG00000005241	ENSG00000135720	ENSMMUG00000011268	ENSRNOG00000025791	ENSMUSG00000035770
ENSOCUG00000006145	ENSGALG00000008072	ENSG00000101938	ENSMMUG00000016666	ENSRNOG00000004330	ENSMUSG00000031283
ENSOCUG00000006146	ENSGALG00000043204	ENSG00000009709	ENSMMUG00000017444	ENSRNOG00000018739	ENSMUSG00000028736
ENSOCUG00000006148	ENSGALG00000009509	ENSG00000004948	ENSMMUG00000014319	ENSRNOG00000010053	ENSMUSG00000023964
ENSOCUG00000006151	ENSGALG00000011689	ENSG00000065485	ENSMMUG00000007696	ENSRNOG00000032327	ENSMUSG00000022844
ENSOCUG00000006153	ENSGALG00000017142	ENSG00000121390	ENSMMUG00000020262	ENSRNOG00000020782	ENSMUSG00000021938
ENSOCUG00000006156	ENSGALG00000008866	ENSG00000143951	ENSMMUG00000003979	ENSRNOG00000054331	ENSMUSG00000020319
ENSOCUG00000006166	ENSGALG00000008858	ENSG00000014641	ENSMMUG00000006163	ENSRNOG00000008103	ENSMUSG00000020321
ENSOCUG00000006169	ENSGALG00000007528	ENSG00000113649	ENSMMUG00000023288	ENSRNOG00000018849	ENSMUSG00000024498
ENSOCUG00000006174	ENSGALG00000049287	ENSG00000113732	ENSMMUG00000059290	ENSRNOG00000003269	ENSMUSG00000015575
ENSOCUG00000006179	ENSGALG00000015026	ENSG00000056972	ENSMMUG00000002174	ENSRNOG00000000595	ENSMUSG00000019842
ENSOCUG00000006186	ENSGALG00000040759	ENSG00000088882	ENSMMUG00000021332	ENSRNOG00000021220	ENSMUSG00000027408
ENSOCUG00000006190	ENSGALG00000007839	ENSG00000149294	ENSMMUG00000004688	ENSRNOG00000031890	ENSMUSG00000039542
ENSOCUG00000006191	ENSGALG00000000223	ENSG00000163444	ENSMMUG00000000801	ENSRNOG00000003594	ENSMUSG00000042305
ENSOCUG00000006192	ENSGALG00000015071	ENSG00000188352	ENSMMUG00000019070	ENSRNOG00000024402	ENSMUSG00000038368
ENSOCUG00000006194	ENSGALG00000012418	ENSG00000115919	ENSMMUG00000021330	ENSRNOG00000029993	ENSMUSG00000026866
ENSOCUG00000006195	ENSGALG00000051040	ENSG00000153485	ENSMMUG00000061833	ENSRNOG00000008101	ENSMUSG00000046675
ENSOCUG00000006196	ENSGALG00000002099	ENSG00000114268	ENSMMUG00000000591	ENSRNOG00000020656	ENSMUSG00000025648
ENSOCUG00000006201	ENSGALG00000010842	ENSG00000012963	ENSMMUG00000004025	ENSRNOG00000008108	ENSMUSG00000041712
ENSOCUG00000006202	ENSGALG00000031702	ENSG00000167548	ENSMMUG00000015718	ENSRNOG00000061499	ENSMUSG00000048154
ENSOCUG00000006203	ENSGALG00000015453	ENSG00000198842	ENSMMUG00000051788	ENSRNOG00000003722	ENSMUSG00000026564
ENSOCUG00000006204	ENSGALG00000016173	ENSG00000160185	ENSMMUG00000018081	ENSRNOG00000001167	ENSMUSG00000042345
ENSOCUG00000006207	ENSGALG00000034311	ENSG00000011114	ENSMMUG00000004027	ENSRNOG00000008598	ENSMUSG00000041702
ENSOCUG00000006208	ENSGALG00000007171	ENSG00000179583	ENSMMUG00000007777	ENSRNOG00000002659	ENSMUSG00000022504
ENSOCUG00000006214	ENSGALG00000004736	ENSG00000124214	ENSMMUG00000002302	ENSRNOG00000007781	ENSMUSG00000039536
ENSOCUG00000006217	ENSGALG00000007167	ENSG00000038532	ENSMMUG00000006515	ENSRNOG00000057378	ENSMUSG00000068663
ENSOCUG00000006219	ENSGALG00000027295	ENSG00000164978	ENSMMUG00000051675	ENSRNOG00000013110	ENSMUSG00000028443
ENSOCUG00000006220	ENSGALG00000009674	ENSG00000109572	ENSMMUG00000010228	ENSRNOG00000010682	ENSMUSG00000004319
ENSOCUG00000006221	ENSGALG00000033759	ENSG00000162437	ENSMMUG00000018565	ENSRNOG00000023812	ENSMUSG00000035275
ENSOCUG00000006223	ENSGALG00000008969	ENSG00000119888	ENSMMUG00000012390	ENSRNOG00000015667	ENSMUSG00000045394
ENSOCUG00000006225	ENSGALG00000055058	ENSG00000148426	ENSMMUG00000023632	ENSRNOG00000045553	ENSMUSG00000045319
ENSOCUG00000006227	ENSGALG00000011031	ENSG00000162434	ENSMMUG00000018566	ENSRNOG00000011157	ENSMUSG00000028530
ENSOCUG00000006229	ENSGALG00000008631	ENSG00000092445	ENSMMUG00000013803	ENSRNOG00000058586	ENSMUSG00000027298
ENSOCUG00000006230	ENSGALG00000033772	ENSG00000151461	ENSMMUG00000008241	ENSRNOG00000023593	ENSMUSG00000043241
ENSOCUG00000006237	ENSGALG00000008162	ENSG00000134452	ENSMMUG00000015143	ENSRNOG00000018549	ENSMUSG00000058594
ENSOCUG00000006239	ENSGALG00000031578	ENSG00000164796	ENSMMUG00000007342	ENSRNOG00000004937	ENSMUSG00000022311
ENSOCUG00000006240	ENSGALG00000002182	ENSG00000116833	ENSMMUG00000016188	ENSRNOG00000000653	ENSMUSG00000026398
ENSOCUG00000006251	ENSGALG00000016567	ENSG00000120915	ENSMMUG00000021515	ENSRNOG00000017286	ENSMUSG00000022040
ENSOCUG00000006255	ENSGALG00000043711	ENSG00000126070	ENSMMUG00000006252	ENSRNOG00000034269	ENSMUSG00000028842
ENSOCUG00000006257	ENSGALG00000003559	ENSG00000101442	ENSMMUG00000003378	ENSRNOG00000023989	ENSMUSG00000037761
ENSOCUG00000006258	ENSGALG00000004545	ENSG00000166415	ENSMMUG00000001242	ENSRNOG00000054889	ENSMUSG00000044976
ENSOCUG00000006266	ENSGALG00000012277	ENSG00000185022	ENSMMUG00000045506	ENSRNOG00000012886	ENSMUSG00000042622
ENSOCUG00000006268	ENSGALG00000016420	ENSG00000147010	ENSMMUG00000004744	ENSRNOG00000004322	ENSMUSG00000040990
ENSOCUG00000006273	ENSGALG00000023396	ENSG00000128203	ENSMMUG00000023441	ENSRNOG00000061004	ENSMUSG00000029348
ENSOCUG00000006277	ENSGALG00000003788	ENSG00000140299	ENSMMUG00000020348	ENSRNOG00000056024	ENSMUSG00000011958
ENSOCUG00000006279	ENSGALG00000005125	ENSG00000149657	ENSMMUG00000014084	ENSRNOG00000054557	ENSMUSG00000039108
ENSOCUG00000006282	ENSGALG00000044940	ENSG00000140297	ENSMMUG00000018426	ENSRNOG00000059540	ENSMUSG00000032226
ENSOCUG00000006284	ENSGALG00000005595	ENSG00000100099	ENSMMUG00000023442	ENSRNOG00000000661	ENSMUSG00000042328
ENSOCUG00000006290	ENSGALG00000012505	ENSG00000165379	ENSMMUG00000011997	ENSRNOG00000005550	ENSMUSG00000035653
ENSOCUG00000006292	ENSGALG00000040557	ENSG00000105967	ENSMMUG00000038489	ENSRNOG00000061595	ENSMUSG00000029553
ENSOCUG00000006297	ENSGALG00000002024	ENSG00000093010	ENSMMUG00000054068	ENSRNOG00000001889	ENSMUSG00000000326
ENSOCUG00000006298	ENSGALG00000005623	ENSG00000100109	ENSMMUG00000023446	ENSRNOG00000000663	ENSMUSG00000029345
